id,basionym_s_lower,basionym_author_s_lower,lookup_basionym_id,bibliographic_reference_s_lower,bibliographic_type_info_s_lower,reference_collation_s_lower,collection_date_as_text_s_lower,collection_day_1_s_lower,collection_day_2_s_lower,collection_month_1_s_lower,collection_month_2_s_lower,collection_number_s_lower,collection_year_1_s_lower,collection_year_2_s_lower,collector_team_as_text_t,lookup_conserved_against_id,lookup_correction_of_id,date_created_date,date_last_modified_date,distribution_s_lower,east_or_west_s_lower,family_s_lower,taxon_scientific_name_s_lower,taxon_sci_name_suggestion,genus_s_lower,authors_t,geographic_unit_as_text_s_lower,hybrid_b,hybrid_genus_b,lookup_hybrid_parent_id,hybrid_parents_s_lower,infra_family_s_lower,infra_genus_s_lower,infraspecies_s_lower,lookup_isonym_of_id,lookup_later_homonym_of_id,latitude_degrees_s_lower,latitude_minutes_s_lower,latitude_seconds_s_lower,locality_s_lower,longitude_degrees_s_lower,longitude_minutes_s_lower,longitude_seconds_s_lower,name_status_s_lower,name_status_bot_code_type_s_lower,name_status_editor_type_s_lower,nomenclatural_synonym_s_lower,lookup_nomenclatural_synonym_id,north_or_south_s_lower,original_basionym_s_lower,original_basionym_author_team_s_lower,original_hybrid_parentage_s_lower,original_remarks_s_lower,original_replaced_synonym_s_lower,original_taxon_distribution_s_lower,lookup_orthographic_variant_of_id,other_links_s_lower,lookup_parent_id,publication_s_lower,lookup_publication_id,publication_year_i,publication_year_full_s_lower,publication_year_note_s_lower,publishing_author_s_lower,rank_s_alphanum,reference_t,reference_remarks_s_lower,remarks_s_lower,lookup_replaced_synonym_id,lookup_same_citation_as_id,score_s_lower,species_s_lower,species_author_s_lower,lookup_superfluous_name_of_id,suppressed_b,top_copy_b,lookup_type_id,type_locations_s_lower,type_name_s_lower,type_remarks_s_lower,type_chosen_by_s_lower,type_note_s_lower,detail_author_team_ids,detail_species_author_team_ids,page_as_text_s_lower,citation_type_s_lower,lookup_validation_of_id,version_s_lower,powo_b,sortable,family_taxon_name_sortable,rhakhis_pk,rhakhis_wfo,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_parent,rhakhis_accepted,rhakhis_basionym,IPNIPUB,label,refurl
urn:lsid:ipni.org:names:77368120-1,,,,,,4(2): 321,,,,,,,,,,,,24/08/2025 07:31,26/08/2025 16:04,,,Boraginaceae,Nonea pulla var. armeniaca,Nonea pulla var. armeniaca,Nonea,Kusn.,,f,f,,,,,armeniaca,,,,,,,,,,,,,,,,,,,,,,,,119401-1,Fl. Caucas. Crit.,urn:lsid:ipni.org:publications:19413-2,1913,1913,,Kusn.,var.,Fl. Caucas. Crit. 4(2): 321. 1913 ,,,,,8,pulla,DC.,,f,t,,,,,,,Kusn.@5162-1@1@aut,DC.@0-0@1@aut,,tax. nov.,,1.3,f,nonea~pullaarmeniaca,boraginaceaenonea~pullaarmeniaca,,wfo-0001215830,,,,,,,Fl. Caucas. Crit. 4(2): 321 (1913),IPNI Record: 77368120-1,https://www.ipni.org/n/77368120-1
urn:lsid:ipni.org:names:77368121-1,Lamiaceae Ajuga astolonosa Schur,(Schur),444527-1,,,11: 247,,,,,,,,,,,,24/08/2025 07:35,26/08/2025 16:10,,,Lamiaceae,Ajuga reptans f. astolonosa,Ajuga reptans f. astolonosa,Ajuga,(Schur) Soó,,f,f,,,,,astolonosa,,,,,,,,,,,,,,,,,,,,,,,null:,444664-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 247. 1965 ,,,,,11,reptans,L.,,f,t,,,,,,,Soó@9897-1@1@aut$Schur@9335-1@2@bas,L.@0-0@1@aut,,comb. et stat. nov.,,1.3,f,ajuga~reptansastolonosa,lamiaceaeajuga~reptansastolonosa,,wfo-1200114192,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 247 (1965),IPNI Record: 77368121-1,https://www.ipni.org/n/77368121-1
urn:lsid:ipni.org:names:77368122-1,Lamiaceae Ajuga pumila Schur,(Schur),444654-1,,,11: 247,,,,,,,,,,,,24/08/2025 07:38,26/08/2025 16:08,,,Lamiaceae,Ajuga reptans f. pumila,Ajuga reptans f. pumila,Ajuga,(Schur) Soó,,f,f,,,,,pumila,,,,,,,,,,,,,,,,,,,,,,,null:,444664-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 247. 1965 ,,,,,11,reptans,L.,,f,t,,,,,,,Schur@9335-1@2@bas$Soó@9897-1@1@aut,L.@0-0@1@aut,,comb. et stat. nov.,,1.3,f,ajuga~reptanspumila,lamiaceaeajuga~reptanspumila,,wfo-1200114193,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 247 (1965),IPNI Record: 77368122-1,https://www.ipni.org/n/77368122-1
urn:lsid:ipni.org:names:77368123-1,,,,,,4(2): 663,,,,,,,,,,,,24/08/2025 07:46,26/08/2025 16:13,,,Lamiaceae,Nepeta nuda var. albiflora,Nepeta nuda var. albiflora,Nepeta,Boiss.,,f,f,,,,,albiflora,,,,,,,,,,,,,,,,,,,,,,,,452615-1,Fl. Orient. [Boissier],urn:lsid:ipni.org:publications:945-2,1879,1879 [Apr - May 1879],[Apr - May 1879],Boiss.,var.,Fl. Orient. [Boissier] 4(2): 663. 1879 [Apr - May 1879] ,,,,,8,nuda,L.,,f,t,,,,,,,Boiss.@16284-1@1@aut,L.@0-0@1@aut,,tax. nov.,,1.3,f,nepeta~nudaalbiflora,lamiaceaenepeta~nudaalbiflora,,wfo-0000251205,,,,,,,Fl. Orient. [Boissier] 4(2): 663 (1879),IPNI Record: 77368123-1,https://www.ipni.org/n/77368123-1
urn:lsid:ipni.org:names:77368124-1,Lamiaceae Galeopsis leiotricha Borbás,(Borbás),447086-1,,,11: 247,,,,,,,,,,,,24/08/2025 08:01,26/08/2025 16:38,,,Lamiaceae,Galeopsis speciosa var. leiotricha,Galeopsis speciosa var. leiotricha,Galeopsis,(Borbás) Soó,,f,f,,,,,leiotricha,,,,,,,,,,,,,,,,,,,,,,,null:,447129-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,var.,Acta Bot. Acad. Sci. Hung. 11: 247. 1965 ,,,,,11,speciosa,Mill.,,f,t,,,,,,,Soó@9897-1@1@aut$Borbás@977-1@2@bas,Mill.@0-0@1@aut,,comb. et stat. nov.,,1.3,f,galeopsis~speciosaleiotricha,lamiaceaegaleopsis~speciosaleiotricha,,wfo-1200114340,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 247 (1965),IPNI Record: 77368124-1,https://www.ipni.org/n/77368124-1
urn:lsid:ipni.org:names:77368125-1,Lamiaceae Galeopsis frehii Borbás,(Borbás),447062-1,,,11: 247,,,,,,,,,,,,24/08/2025 08:04,26/08/2025 16:41,,,Lamiaceae,Galeopsis segetum f. frehii,Galeopsis segetum f. frehii,Galeopsis,(Borbás) Soó,,f,f,,,,,frehii,,,,,,,,,,,,,,,,,,,,,,,null:,20002432-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 247. 1965 ,,,,,11,segetum,Neck.,,f,t,,,,,,,Soó@9897-1@1@aut$Borbás@977-1@2@bas,Neck.@0-0@1@aut,,comb. et stat. nov.,,1.3,f,galeopsis~segetumfrehii,lamiaceaegaleopsis~segetumfrehii,,wfo-1200114194,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 247 (1965),IPNI Record: 77368125-1,https://www.ipni.org/n/77368125-1
urn:lsid:ipni.org:names:77368126-1,,,,,,532,,,,,,,,,,,,24/08/2025 08:43,26/08/2025 17:02,,,Lamiaceae,Glechoma hederacea var. parviflora,Glechoma hederacea var. parviflora,Glechoma,Schur,,f,f,,,,,parviflora,,,,,,,,,,,,,,,,,,,,,,,,447338-1,Enum. Pl. Transsilv.,urn:lsid:ipni.org:publications:16332-2,1866,1866,,Schur,var.,Enum. Pl. Transsilv. 532. 1866 ,,,,,8,hederacea,L.,,f,t,,,,,,,Schur@9335-1@1@aut,L.@0-0@0@aut,,tax. nov.,,1.3,f,glechoma~hederaceaparviflora,lamiaceaeglechoma~hederaceaparviflora,,wfo-1200114195,,,,,,,Enum. Pl. Transsilv. 532 (1866),IPNI Record: 77368126-1,https://www.ipni.org/n/77368126-1
urn:lsid:ipni.org:names:77368127-1,,,,,,533,,,,,,,,,,,,24/08/2025 08:48,27/08/2025 10:06,,,Lamiaceae,Glechoma hirsuta var. maxima,Glechoma hirsuta var. maxima,Glechoma,Schur,,f,f,,,,,maxima,,,,,,,,,,,,,,,,,,,,,,,,447343-1,Enum. Pl. Transsilv.,urn:lsid:ipni.org:publications:16332-2,1866,1866 [Apr - Jun 1866],[Apr - Jun 1866],Schur,var.,Enum. Pl. Transsilv. 533. 1866 [Apr - Jun 1866] ,,,,,8,hirsuta,Waldst. & Kit.,,f,t,,,,,,,Schur@9335-1@1@aut,Waldst.@0-0@1@aut$Kit.@0-0@2@aut,,tax. nov.,,1.3,f,glechoma~hirsutamaxima,lamiaceaeglechoma~hirsutamaxima,,wfo-1200114196,,,,,,,Enum. Pl. Transsilv. 533 (1866),IPNI Record: 77368127-1,https://www.ipni.org/n/77368127-1
urn:lsid:ipni.org:names:77368128-1,,,,,,38: 78,,,,,,,,,,,,24/08/2025 09:01,27/08/2025 10:09,,,Lamiaceae,Glechoma hirsuta f. longidens,Glechoma hirsuta f. longidens,Glechoma,Rohlena,,f,f,,,,,longidens,,,,,,,,,,,,,,,,,,,,,,,,447343-1,"Sitzungsber. Königl. Böhm. Ges. Wiss. Prag., Math.-Naturwiss. Cl.",urn:lsid:ipni.org:publications:20012274-2,1904,1904,,Rohlena,f.,"Sitzungsber. Königl. Böhm. Ges. Wiss. Prag., Math.-Naturwiss. Cl. 38: 78. 1904 ",,,,,8,hirsuta,Waldst. & Kit.,,f,t,,,,,,,Rohlena@8533-1@1@aut,Kit.@0-0@2@aut$Waldst.@0-0@1@aut,,tax. nov.,,1.3,f,glechoma~hirsutalongidens,lamiaceaeglechoma~hirsutalongidens,,wfo-1200114197,,,,,,,"Sitzungsber. Königl. Böhm. Ges. Wiss. Prag., Math.-Naturwiss. Cl. 38: 78 (1904)",IPNI Record: 77368128-1,https://www.ipni.org/n/77368128-1
urn:lsid:ipni.org:names:77368129-1,,,,,,53,,,,,,,,,,,,24/08/2025 10:32,27/08/2025 10:13,,,Lamiaceae,Glechoma pannonica f. fazekasiana,Glechoma pannonica f. fazekasiana,Glechoma,Tamássy,,f,f,,,,,fazekasiana,,,,,,,,,,,,,,,,,,,,,,,,447398-1,Hajduvármegye és Debrecen sz. kir. Város növényzete,,1927,1927,,Tamássy,f.,Hajduvármegye és Debrecen sz. kir. Város növényzete 53. 1927 ,,Name added via registration. Protologue not seen by the IPNI editors.,,,6,pannonica,Borbás,,f,t,,,,,,,Tamássy@10404-1@1@aut,Borbás@0-0@1@aut,,tax. nov.,,1.3,f,glechoma~pannonicafazekasiana,lamiaceaeglechoma~pannonicafazekasiana,,wfo-1200114198,,,,,,,Hajduvármegye és Debrecen sz. kir. Város növényzete 53 (1927),IPNI Record: 77368129-1,https://www.ipni.org/n/77368129-1
urn:lsid:ipni.org:names:77368130-1,Lamiaceae Glechoma pannonica Borbás,(Borbás),447398-1,,,10: 371,,,,,,,,,,,,24/08/2025 14:24,27/08/2025 10:33,,,Lamiaceae,Glechoma hederacea subsp. pannonica,Glechoma hederacea subsp. pannonica,Glechoma,(Borbás) Soó,,f,f,,,,,pannonica,,,,,,,,,,nom. inval.    Basionym not validly published.,,nom. inval.,,,,,,,,,,,null:,447338-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1964,1964,,Soó,subsp.,Acta Bot. Acad. Sci. Hung. 10: 371. 1964 ,,"Reference to the basionym is given as Természettud. Közl. 1897: 378, where Borbás only provided a name, without description.",,,12,hederacea,L.,,f,t,,,,,,,Soó@9897-1@1@aut$Borbás@977-1@2@bas,L.@0-0@0@aut,,comb. et stat. nov.,,1.3,f,glechoma~hederaceapannonica,lamiaceaeglechoma~hederaceapannonica,,wfo-1200114199,,,,,,,Acta Bot. Acad. Sci. Hung. 10: 371 (1964),IPNI Record: 77368130-1,https://www.ipni.org/n/77368130-1
urn:lsid:ipni.org:names:77368131-1,,,,,,16(2): 116,,,,,,,,,,,,24/08/2025 15:08,27/08/2025 10:40,,,Lamiaceae,Glechoma pseudohederacea,Glechoma pseudohederacea,Glechoma,Simonk.,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331625-2,Math. Term. Közlem.,urn:lsid:ipni.org:publications:17095-2,1881,1881,,Simonk.,spec.,Math. Term. Közlem. 16(2): 116. 1881 ,,,,,8,pseudohederacea,,,f,t,,,,,,,Simonk.@9674-1@1@aut,,,tax. nov.,,1.3,f,glechoma~pseudohederacea,lamiaceaeglechoma~pseudohederacea~,,wfo-1000083877,,,,,,,Math. Term. Közlem. 16(2): 116 (1881),IPNI Record: 77368131-1,https://www.ipni.org/n/77368131-1
urn:lsid:ipni.org:names:77368133-1,,,,,,159(x): [5 of 12],,,,,,,,,,,,24/08/2025 16:02,27/08/2025 15:30,,,Orchidaceae,Motuoorchis,Motuoorchis,Motuoorchis,H.Z.Tian & Mei Sun,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000046-2,Pl. Biosystems,urn:lsid:ipni.org:publications:20000098-1,2025,2025 [22 Aug 2025],[22 Aug 2025],H.Z.Tian & Mei Sun,gen.,Pl. Biosystems 159(x): [5 of 12]. 2025 [22 Aug 2025] [epublished],[epublished],doi:10.1080/11263504.2025.2543874 [english] The genus name refers to the location viz. Motuo County in Xizang Province of China.,,,9,,,,f,t,77368301-1,,,,,,H.Z.Tian@20013467-1@1@aut$Mei Sun@20032657-1@2@aut,,,tax. nov.,,1.4,f,motuoorchis,orchidaceaemotuoorchis~~~,,wfo-4100006186,,,,,,,Pl. Biosystems 159(x): [5 of 12] (2025),IPNI Record: 77368133-1,https://www.ipni.org/n/77368133-1
urn:lsid:ipni.org:names:77368134-1,,,,,,11: 248,,,,,,,,,,,,24/08/2025 17:41,27/08/2025 12:41,,,Lamiaceae,Glechoma hederacea f. subheterophylla,Glechoma hederacea f. subheterophylla,Glechoma,Soó,,f,f,,,,,subheterophylla,,,,,,,,,,"nom. inval.    Contrary to Art. 40.1., ICN (2025), no type cited.",,nom. inval.,,,,,,,,,,,,447338-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 248. 1965 ,,,,,9,hederacea,L.,,f,t,,,,,,,Soó@9897-1@1@aut,L.@0-0@0@aut,,tax. nov.,,1.3,f,glechoma~hederaceasubheterophylla,lamiaceaeglechoma~hederaceasubheterophylla,,wfo-1200114200,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 248 (1965),IPNI Record: 77368134-1,https://www.ipni.org/n/77368134-1
urn:lsid:ipni.org:names:77368135-1,,,,,,11: 248,,,,,,,,,,,,24/08/2025 17:43,27/08/2025 12:42,,,Lamiaceae,Glechoma hederacea f. sublobulata,Glechoma hederacea f. sublobulata,Glechoma,Soó,,f,f,,,,,sublobulata,,,,,,,,,,"nom. inval.    Contrary to Art. 40.1., ICN (2025), no type cited.",,nom. inval.,,,,,,,,,,,,447338-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 248. 1965 ,,,,,9,hederacea,L.,,f,t,,,,,,,Soó@9897-1@1@aut,L.@0-0@0@aut,,tax. nov.,,1.3,f,glechoma~hederaceasublobulata,lamiaceaeglechoma~hederaceasublobulata,,wfo-1200114201,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 248 (1965),IPNI Record: 77368135-1,https://www.ipni.org/n/77368135-1
urn:lsid:ipni.org:names:77368136-1,,,,,,522,,,,,,,,,,,,24/08/2025 18:06,27/08/2025 12:45,,,Lamiaceae,Salvia sylvestris var. muralis,Salvia sylvestris var. muralis,Salvia,Schur,,f,f,,,,,muralis,,,,,,,,,,,,,,,,,,,,,,,,457344-1,Enum. Pl. Transsilv.,urn:lsid:ipni.org:publications:16332-2,1866,1866 [Apr - Jun 1866],[Apr - Jun 1866],Schur,var.,Enum. Pl. Transsilv. 522. 1866 [Apr - Jun 1866] ,,,,,8,sylvestris,L.,,f,t,,,,,,,Schur@9335-1@1@aut,L.@0-0@1@aut,,tax. nov.,,1.3,f,salvia~sylvestrismuralis,lamiaceaesalvia~sylvestrismuralis,,wfo-1200114202,,,,,,,Enum. Pl. Transsilv. 522 (1866),IPNI Record: 77368136-1,https://www.ipni.org/n/77368136-1
urn:lsid:ipni.org:names:77368137-1,Lamiaceae Salvia aprica Schur,(Schur),455659-1,,,11: 249,,,,,,,,,,,,24/08/2025 18:11,27/08/2025 12:47,,,Lamiaceae,Salvia nemorosa f. aprica,Salvia nemorosa f. aprica,Salvia,(Schur) Soó,,f,f,,,,,aprica,,,,,,,,,,,,,,,,,,,,,,,null:,456774-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 249. 1965 ,,,,,11,nemorosa,L.,,f,t,,,,,,,Soó@9897-1@1@aut$Schur@9335-1@2@bas,L.@0-0@1@aut,,comb. et stat. nov.,,1.3,f,salvia~nemorosaaprica,lamiaceaesalvia~nemorosaaprica,,wfo-1200114203,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 249 (1965),IPNI Record: 77368137-1,https://www.ipni.org/n/77368137-1
urn:lsid:ipni.org:names:77368138-1,,,,,,20: 150,,,,,,,,,,,,24/08/2025 18:31,27/08/2025 12:49,,,Lamiaceae,Satureja brauneana f. transsilvanica,Satureja brauneana f. transsilvanica,Satureja,Jáv.,,f,f,,,,,transsilvanica,,,,,,,,,,,,,,,,,,,,,,,,457885-1,Bot. Közlem.,urn:lsid:ipni.org:publications:4992-2,1922,1922,,Jáv.,f.,Bot. Közlem. 20: 150. 1922 ,,,,,8,brauneana,Jáv.,,f,t,,,,,,,Jáv.@12580-1@1@aut,Jáv.@0-0@1@aut,,tax. nov.,,1.3,f,satureja~brauneanatranssilvanica,lamiaceaesatureja~brauneanatranssilvanica,,wfo-0000304004,,,,,,,Bot. Közlem. 20: 150 (1922),IPNI Record: 77368138-1,https://www.ipni.org/n/77368138-1
urn:lsid:ipni.org:names:77368139-1,,,,,,459,,,,,,,,,,,,24/08/2025 18:43,27/08/2025 12:51,,,Lamiaceae,Origanum barcense var. macrostachyum,Origanum barcense var. macrostachyum,Origanum,Grecescu,,f,f,,,,,macrostachyum,,,,,,,,,,,,,,,,,,,,,,,,453200-1,Consp. fl. Roman.,urn:lsid:ipni.org:publications:20022364-1,1898,1898,,Grecescu,var.,Consp. fl. Roman. 459. 1898 ,,,,,8,barcense,Simonk,,f,t,,,,,,,Grecescu@3360-1@1@aut,Simonk@0-0@1@aut,,tax. nov.,,1.3,f,origanum~barcensemacrostachyum,lamiaceaeoriganum~barcensemacrostachyum,,wfo-1200114204,,,,,,,Consp. fl. Roman. 459 (1898),IPNI Record: 77368139-1,https://www.ipni.org/n/77368139-1
urn:lsid:ipni.org:names:77368140-1,Lamiaceae Mentha pubescens Willd.,(Willd.),451013-1,,,11: 249,,,,,,,,,,,,24/08/2025 18:48,26/08/2025 09:34,,,Lamiaceae,Mentha dumetorum subsp. pubescens,Mentha dumetorum subsp. pubescens,Mentha,(Willd.) Soó,,f,f,,,,,pubescens,,,,,,,,,,,,,,,,,,,,,,,null:,450443-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,subsp.,Acta Bot. Acad. Sci. Hung. 11: 249. 1965 ,,,,,11,dumetorum,Schult.,,f,t,,,,,,,Soó@9897-1@1@aut$Willd.@11692-1@2@bas,Schult.@0-0@1@aut,,comb. et stat. nov.,,1.3,f,mentha~dumetorumpubescens,lamiaceaementha~dumetorumpubescens,,wfo-1200114341,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 249 (1965),IPNI Record: 77368140-1,https://www.ipni.org/n/77368140-1
urn:lsid:ipni.org:names:77368141-1,,,,,,364,,,,,,,,,,,,24/08/2025 20:06,27/08/2025 12:55,,,Lamiaceae,Mentha pubescens var. balatonialis,Mentha pubescens var. balatonialis,Mentha,Borbás,,f,f,,,,,balatonialis,,,,,,,,,,,,,,,,,,,,,,,,451013-1,Balaton Tavának Növényföldr.,urn:lsid:ipni.org:publications:20027422-1,1900,1900,,Borbás,var.,Balaton Tavának Növényföldr. 364. 1900 ,,,,,8,pubescens,Willd.,,f,t,,,,,,,Borbás@977-1@1@aut,Willd.@0-0@1@aut,,tax. nov.,,1.3,f,mentha~pubescensbalatonialis,lamiaceaementha~pubescensbalatonialis,,wfo-1200114205,,,,,,,Balaton Tavának Növényföldr. 364 (1900),IPNI Record: 77368141-1,https://www.ipni.org/n/77368141-1
urn:lsid:ipni.org:names:77368142-1,Lamiaceae Mentha pubescens Willd. var. pannonica Borbás,(Borbás),77283649-1,,,11: 249,,,,,,,,,,,,24/08/2025 20:09,26/08/2025 06:59,,,Lamiaceae,Mentha dumetorum var. pannonica,Mentha dumetorum var. pannonica,Mentha,(Borbás) Soó,,f,f,,,,,pannonica,,,,,,,,,,,,,,,,,,,,,,,null:,450443-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,var.,Acta Bot. Acad. Sci. Hung. 11: 249. 1965 ,,Rank not stated. Prior entry has '(var.)'.,,,9,dumetorum,Schult.,,f,t,,,,,,,Soó@9897-1@1@aut$Borbás@0-0@2@bas,Schult.@0-0@1@aut,,comb. nov.,,1.3,f,mentha~dumetorumpannonica,lamiaceaementha~dumetorumpannonica,,wfo-1200114342,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 249 (1965),IPNI Record: 77368142-1,https://www.ipni.org/n/77368142-1
urn:lsid:ipni.org:names:77368143-1,Lamiaceae Mentha × borbasiana Briq.,(Briq.),450263-1,,,11: 249,,,,,,,,,,,,24/08/2025 20:12,26/08/2025 06:54,,,Lamiaceae,Mentha dalmatica subsp. borbasiana,Mentha dalmatica subsp. borbasiana,Mentha,(Briq.) Soó,,f,f,,,,,borbasiana,,,,,,,,,,,,,,,,,,,,,,,null:,450397-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,subsp.,Acta Bot. Acad. Sci. Hung. 11: 249. 1965 ,,,,,11,dalmatica,Tausch,,f,t,,,,,,,Briq.@1152-1@2@bas$Soó@9897-1@1@aut,Tausch@0-0@1@aut$pro spec.@0-0@2@aut$Hylander@0-0@3@aut,,comb. et stat. nov.,,1.3,f,mentha~dalmaticaborbasiana,lamiaceaementha~dalmaticaborbasiana,,wfo-1200114206,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 249 (1965),IPNI Record: 77368143-1,https://www.ipni.org/n/77368143-1
urn:lsid:ipni.org:names:77368144-1,Lamiaceae Mentha hungarica Borbás,(Borbás),450606-1,,,11: 249,,,,,,,,,,,,24/08/2025 20:17,26/08/2025 06:56,,,Lamiaceae,Mentha dalmatica var. hungarica,Mentha dalmatica var. hungarica,Mentha,(Borbás) Soó,,f,f,,,,,hungarica,,,,,,,,,,,,,,,,,,,,,,,null:,450397-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,var.,Acta Bot. Acad. Sci. Hung. 11: 249. 1965 ,,Rank not stated; prior entry in list uses '(var.)'.,,,11,dalmatica,Tausch,,f,t,,,,,,,Soó@9897-1@1@aut$Borbás@977-1@2@bas,Tausch@0-0@1@aut$Hylander@0-0@3@aut$pro spec.@0-0@2@aut,,comb. et stat. nov.,,1.3,f,mentha~dalmaticahungarica,lamiaceaementha~dalmaticahungarica,,wfo-1200114207,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 249 (1965),IPNI Record: 77368144-1,https://www.ipni.org/n/77368144-1
urn:lsid:ipni.org:names:77368145-1,Lamiaceae Mentha pycnotricha Borbás ex Heinr.Braun,(Borbás ex Heinr.Braun),451029-1,,,11: 249,,,,,,,,,,,,24/08/2025 20:20,26/08/2025 06:42,,,Lamiaceae,Mentha dalmatica var. pycnotricha,Mentha dalmatica var. pycnotricha,Mentha,(Borbás ex Heinr.Braun) Soó,,f,f,,,,,pycnotricha,,,,,,,,,,"nom. inval.    , lacking full and direct basionym ref.",,nom. inval.,,,,,,,,,,,null:,450397-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,var.,Acta Bot. Acad. Sci. Hung. 11: 249. 1965 ,,"Basionym reference 'Borb. OBZ 33: 84 1883, in H .Br. 1890' provides a full and direct reference only to the nom. nud. Mentha gentilis var. pycnotricha.",,,12,dalmatica,Tausch,,f,t,,,,,,,Soó@9897-1@1@aut$Heinr.Braun@1089-1@3@basEx$Borbás@977-1@2@bas,pro spec.@0-0@2@aut$Tausch@0-0@1@aut$Hylander@0-0@3@aut,,comb. et stat. nov.,,1.3,f,mentha~dalmaticapycnotricha,lamiaceaementha~dalmaticapycnotricha,,wfo-1200114208,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 249 (1965),IPNI Record: 77368145-1,https://www.ipni.org/n/77368145-1
urn:lsid:ipni.org:names:77368247-1,,,,,,15,,,,,,,,,,,,25/08/2025 00:24,25/08/2025 00:24,,,Rubiaceae,Coffea benghalensis,Coffea benghalensis,Coffea,Roxb.,,f,f,,,,,,,,,,,,,,,nom. inval. nom. nud.,,nom. inval.,,,,,,,,,,,,325985-2,Hort. Bengal.,urn:lsid:ipni.org:publications:969-2,1814,1814,,Roxb.,spec.,Hort. Bengal. 15. 1814 ,,,,,9,benghalensis,,,f,t,,,,,,,Roxb.@8682-1@1@aut,,,tax. nov.,,1.1,f,coffea~benghalensis,rubiaceaecoffea~benghalensis~,,wfo-1200114343,,,,,,,Hort. Bengal. 15 (1814),IPNI Record: 77368247-1,https://www.ipni.org/n/77368247-1
urn:lsid:ipni.org:names:77368248-1,,,,,,262: 5,,22,,6,,5390,1961,,M.E.Mathias &amp; D.Taylor,,,25/08/2025 15:52,26/08/2025 15:35,"Peru (Western South America, Southern America)",W,Annonaceae,Klarobelia icoja,Klarobelia icoja,Klarobelia,Lara-Guerrero & Chatrou,,f,f,,,,,,,,9,3,,"Dept. Ucayali: Province Padre Abad, vicinity of Aguaytía",75,30,,,,,,,S,,,,,,,,,1003564-1,PhytoKeys,urn:lsid:ipni.org:publications:20011997-1,2025,2025 [26 Aug 2025],[26 Aug 2025],Lara-Guerrero & Chatrou,spec.,PhytoKeys 262: 5. 2025 [26 Aug 2025] [epublished],[epublished],"doi:10.3897/phytokeys.262.158372 [english] Etymology: The specific epithet refers to the indigenous name of the species. 'Icoja', 'hicoja', or 'jicoja'.",,,11,icoja,,,f,t,,holotype MO MO-5509445;isotype F V0205843F,,,,,Lara-Guerrero@20091217-1@1@aut$Chatrou@37229-1@2@aut,,,tax. nov.,,1.3,f,klarobelia~icoja,annonaceaeklarobelia~icoja~,,wfo-1000083878,,,,,,,PhytoKeys 262: 5 (2025),IPNI Record: 77368248-1,https://www.ipni.org/n/77368248-1
